,Name,Year,Height,Hometown/HS,Team,mu,sigma
1452,Joanna Garcia,So,5'6,Thermal Desert Mirage HS,College of the Desert,25.0,8.33333333333
1453,Jomarie Viloria,Fr,5'8,Rancho Mirage HS,College of the Desert,25.0,8.33333333333
1454,London Felder,So,5'6,Rancho Cucamonga Alta Loma HS,College of the Desert,25.0,8.33333333333
1455,Marisol Ruiz,So,6'0,Thermal Desert Mirage HS,College of the Desert,25.0,8.33333333333
1456,Naomi Garcia,Fr,5'8,Rancho Mirage HS,College of the Desert,25.0,8.33333333333
1457,Nicole Svoboda,Fr,6'0,La Quinta HS,College of the Desert,25.0,8.33333333333
1458,Shay Mesa,So,5'5,Indio Shadow Hils HS,College of the Desert,25.0,8.33333333333
1459,Alexcis Morris,Fr,6'4,"Menifee, Ca",Grossmont College,25.0,8.33333333333
1460,Alexis Vanlandingham,Fr,6'0,"Alpine, Ca",Grossmont College,25.0,8.33333333333
1461,Aofiaolela Faa'agi,Fr,6'0,"Murrieta, Ca",Grossmont College,25.0,8.33333333333
1462,Ashlee Goycoochea,Fr,5'8,"San Diego, Ca",Grossmont College,25.0,8.33333333333
1463,Ashley Whipple,Fr,6'2,"El Cajon, Ca",Grossmont College,25.0,8.33333333333
1464,Briana Ayon,So,6'0,"Chula Vista, Ca",Grossmont College,25.0,8.33333333333
1465,Carly Gonzalez,Fr,5'11,"Bonita, Ca",Grossmont College,25.0,8.33333333333
1466,Christina Barrameda,So,5'6,"Ramona, Ca",Grossmont College,25.0,8.33333333333
1467,Desiree Howard,So,6'0,"Riverside, Ca",Grossmont College,25.0,8.33333333333
1468,Desiree Elizondo,Fr,5'4,"Temecula, Ca",Grossmont College,25.0,8.33333333333
1469,Erin Roberts,Fr,5'8,"Chula Vista, Ca",Grossmont College,25.0,8.33333333333
1470,Felicia Marshall,So,5'9,"Clinton, Ut",Grossmont College,25.0,8.33333333333
1471,Jamie Sakasegawa,Fr,5'4,"San Diego, Ca",Grossmont College,25.0,8.33333333333
1472,Julia Holden,Fr,5'7,"Coronado, Ca",Grossmont College,25.0,8.33333333333
1473,Kayli Barrera,Fr,5'4,"San Diego, Ca",Grossmont College,25.0,8.33333333333
1474,Khalia Jordan,So,5'8,"Chula Vista, Ca",Grossmont College,25.0,8.33333333333
1475,Kiersten Kerch,So,6'2,"San Diego, Ca",Grossmont College,25.0,8.33333333333
1476,Kylee Snyder,Fr,5'7,"San Diego, Ca",Grossmont College,25.0,8.33333333333
1477,Laurie Orbita,Fr,5'2,"Chula Vista, Ca",Grossmont College,25.0,8.33333333333
1478,Maiya Lopez,Fr,5'6,"San Diego, Ca",Grossmont College,25.0,8.33333333333
1479,Makayla Tam,So,5'10,"Woodland, Ca",Grossmont College,25.0,8.33333333333
1480,Naomi Talisa Leilua,Fr,5'9,"Redondo Beach, Ca",Grossmont College,25.0,8.33333333333
1481,Nicole Donais,So,6'0,"Ramona, Ca",Grossmont College,25.0,8.33333333333
1482,Sheay Isbell,Fr,5'9,"Ramona, Ca",Grossmont College,25.0,8.33333333333
1483,Talia  Young,Fr,5'6,Waimea HS,Grossmont College,25.0,8.33333333333
1484,Alexcis Morris,Fr,6'4,"Menifee, Ca",Palomar College,25.0,8.33333333333
1485,Alexis Vanlandingham,Fr,6'0,"Alpine, Ca",Palomar College,25.0,8.33333333333
1486,Aofiaolela Faa'agi,Fr,6'0,"Murrieta, Ca",Palomar College,25.0,8.33333333333
1487,Ashlee Goycoochea,Fr,5'8,"San Diego, Ca",Palomar College,25.0,8.33333333333
1488,Ashley Whipple,Fr,6'2,"El Cajon, Ca",Palomar College,25.0,8.33333333333
1489,Briana Ayon,So,6'0,"Chula Vista, Ca",Palomar College,25.0,8.33333333333
1490,Carly Gonzalez,Fr,5'11,"Bonita, Ca",Palomar College,25.0,8.33333333333
1491,Christina Barrameda,So,5'6,"Ramona, Ca",Palomar College,25.0,8.33333333333
1492,Desiree Howard,So,6'0,"Riverside, Ca",Palomar College,25.0,8.33333333333
1493,Desiree Elizondo,Fr,5'4,"Temecula, Ca",Palomar College,25.0,8.33333333333
1494,Erin Roberts,Fr,5'8,"Chula Vista, Ca",Palomar College,25.0,8.33333333333
1495,Felicia Marshall,So,5'9,"Clinton, Ut",Palomar College,25.0,8.33333333333
1496,Jamie Sakasegawa,Fr,5'4,"San Diego, Ca",Palomar College,25.0,8.33333333333
1497,Julia Holden,Fr,5'7,"Coronado, Ca",Palomar College,25.0,8.33333333333
1498,Kayli Barrera,Fr,5'4,"San Diego, Ca",Palomar College,25.0,8.33333333333
1499,Khalia Jordan,So,5'8,"Chula Vista, Ca",Palomar College,25.0,8.33333333333
1500,Kiersten Kerch,So,6'2,"San Diego, Ca",Palomar College,25.0,8.33333333333
1501,Kylee Snyder,Fr,5'7,"San Diego, Ca",Palomar College,25.0,8.33333333333
1502,Laurie Orbita,Fr,5'2,"Chula Vista, Ca",Palomar College,25.0,8.33333333333
1503,Maiya Lopez,Fr,5'6,"San Diego, Ca",Palomar College,25.0,8.33333333333
1504,Makayla Tam,So,5'10,"Woodland, Ca",Palomar College,25.0,8.33333333333
1505,Naomi Talisa Leilua,Fr,5'9,"Redondo Beach, Ca",Palomar College,25.0,8.33333333333
1506,Nicole Donais,So,6'0,"Ramona, Ca",Palomar College,25.0,8.33333333333
1507,Sheay Isbell,Fr,5'9,"Ramona, Ca",Palomar College,25.0,8.33333333333
1508,Talia  Young,Fr,5'6,Waimea HS,Palomar College,25.0,8.33333333333
1509,Alina Snyder,Fr,5'4,Mission Bay HS,San Diego Mesa College,25.0,8.33333333333
1510,Devon Lee,Fr,5'3,High Tech High Intl,San Diego Mesa College,25.0,8.33333333333
1511,Jhenalyn Germono,So,5'7,Otay Ranch HS,San Diego Mesa College,25.0,8.33333333333
1512,Kylie Cassicippo,So,5'7,Temecula Valley HS,San Diego Mesa College,25.0,8.33333333333
1513,Lizette Moore-Teague,So,5'8,Grossmont HS,San Diego Mesa College,25.0,8.33333333333
1514,Melissa Pittelkau,Fr,5'10,Timberline HS,San Diego Mesa College,25.0,8.33333333333
1515,Milla Anderson,Fr,5'9,Venture Independent,San Diego Mesa College,25.0,8.33333333333
1516,Raven Casas,Fr,5'10,Hilltop HS,San Diego Mesa College,25.0,8.33333333333
1517,Robyn Brooks,Fr,5'7,Healdsburg HS,San Diego Mesa College,25.0,8.33333333333
1518,Sabrina Calcutt,So,5'11,Foothills Christian HS,San Diego Mesa College,25.0,8.33333333333
1519,Sarah Connell,So,5'7,Clairemont HS,San Diego Mesa College,25.0,8.33333333333
1520,Tiarah Tucker,So,5'1,Helix HS,San Diego Mesa College,25.0,8.33333333333
1521,Aiko Waters,So,5'9,Leuzinger HS,El Camino College,25.0,8.33333333333
1522,Athena Sio,Fr,5'6,Narbonne HS,El Camino College,25.0,8.33333333333
1523,Chantell Miranda,Fr,5'3,Warren HS,El Camino College,25.0,8.33333333333
1524,Gherlaine Biasca,Fr,5'1,Carson HS,El Camino College,25.0,8.33333333333
1525,Glorious Owens,So,5'11,Venice HS,El Camino College,25.0,8.33333333333
1526,Jaelin Reynaud,Fr,6'0,Washington Prep HS,El Camino College,25.0,8.33333333333
1527,Jasmine Ligons,Fr,,Centennial HS,El Camino College,25.0,8.33333333333
1528,Jaylin Motley,So,6'1,Torrance HS,El Camino College,25.0,8.33333333333
1529,Jenny Lias,Fr,5'8,San Gabriel Academy,El Camino College,25.0,8.33333333333
1530,Jessica Villasenor,Fr,,Narbonne HS,El Camino College,25.0,8.33333333333
1531,Jewel Yandall,So,,Narbonne HS,El Camino College,25.0,8.33333333333
1532,Jossie Tomita,Fr,5'3,Torrance HS,El Camino College,25.0,8.33333333333
1533,Keily Morimoto,Fr,5'8,North Torrance HS,El Camino College,25.0,8.33333333333
1534,Kiana Takahashi,So,5'4,Torrance HS,El Camino College,25.0,8.33333333333
1535,Melanie Gurwell,Fr,,Torrance HS,El Camino College,25.0,8.33333333333
1536,Melissa Euyoque,So,5'9,El Segundo HS,El Camino College,25.0,8.33333333333
1537,Mikayla Clark,Fr,,South Torrance HS,El Camino College,25.0,8.33333333333
1538,Natasha Dutko,Fr,,South Torrance HS,El Camino College,25.0,8.33333333333
1539,Phina Leilua,Fr,5'10,Mira Costa HS,El Camino College,25.0,8.33333333333
1540,Renee Brydon,So,5'11,South Torrance HS,El Camino College,25.0,8.33333333333
1541,Sarah  Dyer,Fr,5'7,Palos Verdes HS,El Camino College,25.0,8.33333333333
1542,Sophia Loiola,Fr,6'0,Redondo Union HS,El Camino College,25.0,8.33333333333
1543,Aiko Waters,So,5'9,Leuzinger HS,Long Beach City College,25.0,8.33333333333
1544,Athena Sio,Fr,5'6,Narbonne HS,Long Beach City College,25.0,8.33333333333
1545,Chantell Miranda,Fr,5'3,Warren HS,Long Beach City College,25.0,8.33333333333
1546,Gherlaine Biasca,Fr,5'1,Carson HS,Long Beach City College,25.0,8.33333333333
1547,Glorious Owens,So,5'11,Venice HS,Long Beach City College,25.0,8.33333333333
1548,Jaelin Reynaud,Fr,6'0,Washington Prep HS,Long Beach City College,25.0,8.33333333333
1549,Jasmine Ligons,Fr,,Centennial HS,Long Beach City College,25.0,8.33333333333
1550,Jaylin Motley,So,6'1,Torrance HS,Long Beach City College,25.0,8.33333333333
1551,Jenny Lias,Fr,5'8,San Gabriel Academy,Long Beach City College,25.0,8.33333333333
1552,Jessica Villasenor,Fr,,Narbonne HS,Long Beach City College,25.0,8.33333333333
1553,Jewel Yandall,So,,Narbonne HS,Long Beach City College,25.0,8.33333333333
1554,Jossie Tomita,Fr,5'3,Torrance HS,Long Beach City College,25.0,8.33333333333
1555,Keily Morimoto,Fr,5'8,North Torrance HS,Long Beach City College,25.0,8.33333333333
1556,Kiana Takahashi,So,5'4,Torrance HS,Long Beach City College,25.0,8.33333333333
1557,Melanie Gurwell,Fr,,Torrance HS,Long Beach City College,25.0,8.33333333333
1558,Melissa Euyoque,So,5'9,El Segundo HS,Long Beach City College,25.0,8.33333333333
1559,Mikayla Clark,Fr,,South Torrance HS,Long Beach City College,25.0,8.33333333333
1560,Natasha Dutko,Fr,,South Torrance HS,Long Beach City College,25.0,8.33333333333
1561,Phina Leilua,Fr,5'10,Mira Costa HS,Long Beach City College,25.0,8.33333333333
1562,Renee Brydon,So,5'11,South Torrance HS,Long Beach City College,25.0,8.33333333333
1563,Sarah  Dyer,Fr,5'7,Palos Verdes HS,Long Beach City College,25.0,8.33333333333
1564,Sophia Loiola,Fr,6'0,Redondo Union HS,Long Beach City College,25.0,8.33333333333
1565,Alysha Tullar,Fr,5'11,Los Osos HS,Mt San Antonio College,25.0,8.33333333333
1566,Alyssa Bloomfield,Fr,5'6,Diamond Bar HS,Mt San Antonio College,25.0,8.33333333333
1567,Ashly Velazquez,Fr,5'8,Downey HS,Mt San Antonio College,25.0,8.33333333333
1568,Brianda Valdez,Fr,5'3,Le Salle HS,Mt San Antonio College,25.0,8.33333333333
1569,Jordon Wilson,Fr,6'1,Summit HS,Mt San Antonio College,25.0,8.33333333333
1570,Kierra Coatney,Fr,5'9,Apple Valley HS,Mt San Antonio College,25.0,8.33333333333
1571,Lauren Quinonez,So,5'9,Walnut HS,Mt San Antonio College,25.0,8.33333333333
1572,Lindsey Lane,Fr,5'10,Bishop Amat HS,Mt San Antonio College,25.0,8.33333333333
1573,Malia Carr,Fr,5'6,Arcadia HS,Mt San Antonio College,25.0,8.33333333333
1574,Natalya Fajardo,Fr,5'3,Apple Valley HS,Mt San Antonio College,25.0,8.33333333333
1575,Saipeti Fuiava,Fr,5'7,Legacy HS,Mt San Antonio College,25.0,8.33333333333
1576,Shaianne Palos,Fr,5'10,Summit HS,Mt San Antonio College,25.0,8.33333333333
1577,Sierra Lujan,Fr,5'8,Claremont HS,Mt San Antonio College,25.0,8.33333333333
1578,Andrea  Velasco,Fr,5'8,Sonora HS,Rio Hondo College,25.0,8.33333333333
1579,Bree Newton,So,5'10,South Hills HS,Rio Hondo College,25.0,8.33333333333
1580,Denyse Perez,Fr,5'3,El Rancho HS,Rio Hondo College,25.0,8.33333333333
1581,Felipa Moreno,Fr,5'8,Pioneer HS,Rio Hondo College,25.0,8.33333333333
1582,Madelyn Gastelum,Fr,5'6,La Habra HS,Rio Hondo College,25.0,8.33333333333
1583,Madison Mader,Fr,5'6,California,Rio Hondo College,25.0,8.33333333333
1584,Mia  Ponce,Fr,5'5,Centennial HS,Rio Hondo College,25.0,8.33333333333
1585,Michell Chavez-Valdivia,Fr,5'8,Sierra Vista HS,Rio Hondo College,25.0,8.33333333333
1586,Michelle Hawkins,Fr,5'8,Brea Olinda HS,Rio Hondo College,25.0,8.33333333333
1587,Michelle Rosas,Fr,5'11,Los Altos HS,Rio Hondo College,25.0,8.33333333333
1588,Monica  Campos,Fr,6'0,Covina HS,Rio Hondo College,25.0,8.33333333333
1589,Natalie Magallon,So,5'4,Bell Gardens HS,Rio Hondo College,25.0,8.33333333333
1590,Sara  Harding,So,5'0,Covina HS,Rio Hondo College,25.0,8.33333333333
1591,Stephanie Garcia,Fr,5'5,El Monte HS,Rio Hondo College,25.0,8.33333333333
1592,Alexandra Misca,Jr,5'11,"Satu Mare, Romania",Tampa,18.392483616,7.07058046485
1593,Brooklyn Wilson,Fr,5'9,"San Bernardino, Ca",Tampa,25.0,8.33333333333
1594,Chally Korn,So,5'6,"Glenwood Springs, Co",Tampa,25.0,8.33333333333
1595,Claire Blumenthal,Jr,5'5,"Tampa, Fl",Tampa,20.2906989288,7.62236262889
1596,Danielle Christian,Jr,5'10,"St Croix, U.S. Virgin Islands",Tampa,25.0,8.33333333333
1597,Gabbi Pacatte,Jr,5'9,"Buffalo, N.Y.",Tampa,20.0692459439,7.11659354292
1598,Gen Beaumier,Jr,5'11,"Venice, Fl",Tampa,25.0,8.33333333333
1599,Katie McKiel,So,5'11,"Colorado Springs, Co",Tampa,18.9457268655,6.84949703197
1600,Kenzie Erickson,So,5'6,"Wildwood, Mo",Tampa,25.0,8.33333333333
1601,Leigh Buttner,GS,5'11,"St Petersburg, Fl",Tampa,20.0692459439,7.11659354292
1602,Marisa Beisner,Jr,5'4,"Port Charlotte, Fl",Tampa,19.0462379547,6.99865542981
1603,Melissa Elias,Fr,5'11,"Lake Mary, Fl",Tampa,18.4495752553,6.9130629829
1604,Melody Morales,Jr,5'8,"Manati, P.R.",Tampa,25.0,8.33333333333
1605,Nicole Dominguez,So,5'8,"Apopka, Fl",Tampa,18.9457268655,6.84949703197
1606,Nylah Demps,Fr,6'0,"Tallahassee, Fl",Tampa,19.0462379547,6.99865542981
1607,Sarah Moore,Jr,5'9,"Alexandria, Va",Tampa,18.7123435913,7.03310187818
1608,Sorrel  Houghton,Fr,6'0,"Osteen, Fl",Tampa,18.4495752553,6.9130629829
1609,Taylor George,Fr,5'7,"Jupiter, Fl",Tampa,20.5877356809,7.57486924563
1610,Allie Geary,Sr,6'2,"Deland, Fl",Florida Southern,14.0743564976,6.12267616148
1611,Anna Tovo,Sr,5'11,"Aiken, SC",Florida Southern,18.9104871884,6.84489685263
1612,Casey Slezak,Fr,5'1,"Naperville, Il",Florida Southern,20.4337178336,7.061217092
1613,Courtney Charneco,So,5'10,"Pembroke Pines, Fl",Florida Southern,14.8197457908,6.22026076292
1614,Emily Jones,Fr,5'9,"Auburndale, Fl",Florida Southern,23.3815780881,7.79813516068
1615,Gabbi Fresh,,,,Florida Southern,25.0,8.33333333333
1616,Katelin Umberhandt,Fr,5'9,"Hapeville, Ga",Florida Southern,14.45673695,6.20416424273
1617,Katie Lowe,Jr,5'8,"Winter Park, Fl",Florida Southern,14.45673695,6.20416424273
1618,Katie Bergeron,Fr,5'8,"Danvers,Il",Florida Southern,15.8756011486,6.53954311286
1619,Kayla Dumon,Fr,5'3,"Lecanto, Fl",Florida Southern,17.6122334503,6.72703970391
1620,Kayla Trefren,Fr,5'10,"Hotchkiss, Co",Florida Southern,17.6534050612,6.81260661752
1621,Lauren Kenny,Sr,5'11,"Erie, Pa",Florida Southern,15.7386388944,6.40098310808
1622,Makena Wilson,So,5'7,"Chula Vista, Ca",Florida Southern,17.4204249798,6.47678401926
1623,Morgan Cleary,Fr,5'5,"Hernando, Fl",Florida Southern,21.0809685568,7.62249057941
1624,Nicole Mattson,,,,Florida Southern,25.0,8.33333333333
1625,Sydney Marshall,Sr,6'1,"Norcross, Ga",Florida Southern,20.3245496354,7.0744268843
1626,Allie Daul,Fr,,"Grayslake, Ill",Saint Leo,19.8407458199,7.16963850508
1627,Anna Garrett,Fr,,"Merritt Island, Fl",Saint Leo,24.4176487877,8.07574046494
1628,Annabella Arcari,Fr,,"Shelby Township, Mi",Saint Leo,19.8407458199,7.16963850508
1629,Ashley Quero,Fr,,"Hialeah, Fl",Saint Leo,25.0,8.33333333333
1630,Avery Bradshaw,So,,"Tampa, Fl",Saint Leo,25.0,8.33333333333
1631,Britt Sederholm,Sr,,"Ogden, Ut",Saint Leo,17.8988609501,6.96170643359
1632,Brooke Turner,Fr,,"Tampa, Fl",Saint Leo,16.7493485324,6.8350477712
1633,Dallas Jasper,So,,"Annapolis, Md",Saint Leo,25.0,8.33333333333
1634,Fabiola Rosado,Fr,,"Lakeland, Fl",Saint Leo,25.0,8.33333333333
1635,Jamee Townsend,GS,,"Plant City, Fl",Saint Leo,16.7493485324,6.8350477712
1636,Jenya Kruglova,Sr,,"Moscow, Russia",Saint Leo,24.4176487877,8.07574046494
1637,Maddy Powell,Sr,,"Tampa, Fl",Saint Leo,25.0,8.33333333333
1638,Nina Vattovaz,Fr,,"Trieste, Italy",Saint Leo,22.48172064,7.68779734836
1639,Paloma Da Silva,Sr,,"Pocos De Caldas, Brazil",Saint Leo,17.8988609501,6.96170643359
1640,Reggie Van Devender,So,,"Phoenix, Az",Saint Leo,22.48172064,7.68779734836
1641,Victoria Omoregie,Fr,,"Tampa, Fl",Saint Leo,25.0,8.33333333333
1642,Amanda Chapa,So,5'5,"Pearland, Tx",Abilene Christian,25.0,8.33333333333
1643,Amy Weiss,Jr,5'9,"Midwest Creek, Ok",Abilene Christian,13.5865516983,5.03351128015
1644,Brooke Riley,So,5'7,"Allen, Tx",Abilene Christian,13.5716024847,4.90619682372
1645,Courtney Miller,So,6'0,"San Antonio, Tx",Abilene Christian,31.7360634586,3.09429451217
1646,Eighmy Dobbins,So,5'10,"San Antonio, Tx",Abilene Christian,17.2517649697,5.13169636015
1647,Jacey Smith,Jr,5'11,"Wimberley, Tx",Abilene Christian,14.5611798288,4.59897306978
1648,Katelyn Mueller,Fr,6'0,"Sugar Land, Tx",Abilene Christian,14.2907773452,4.93138948789
1649,Kendall Bosse,Jr,5'11,"Ingram, Tx",Abilene Christian,14.5611798288,4.59897306978
1650,Kennedy Shelstead,Jr,6'0,"Lewisville, Tx",Abilene Christian,16.1494321371,5.2593001894
1651,Lauren Walker,Jr,5'10,"Round Rock, Tx",Abilene Christian,13.5716024847,4.90619682372
1652,Lexie Rawls,Fr,5'6,"Lubbock, Tx",Abilene Christian,15.9188166345,6.53853244525
1653,Lillan Drever,Jr,5'3,"Copperas Cove, Tx",Abilene Christian,25.0,8.33333333333
1654,Lorin McNeil,Fr,5'11,"Rockwall, Tx",Abilene Christian,25.0,8.33333333333
1655,Makenzie Kesler,So,6'0,"Coppell, Tx",Abilene Christian,15.9505097006,6.51136278105
1656,Maybeth Sandercox,So,5'11,"Lubbock, Tx",Abilene Christian,19.7114561217,6.88984022343
1657,Mikai Brown,Jr,5'8,"Longview, Tx",Abilene Christian,25.0,8.33333333333
1658,Paris Cosley,Fr,5'11,"Round Rock, Tx",Abilene Christian,13.2001492798,5.74049130896
1659,Peyton Boutwell,So,6'3,"Lake Oswego, Or",Abilene Christian,20.3931296016,7.40865321947
1660,Sofia Resendiz,So,5'7,"San Antonio, Tx",Abilene Christian,13.3052002222,5.51175728828
1661,Angel Carroll,Fr,5'4,"Roy, Wa",Vanguard,21.2603188397,7.40561469803
1662,Bree Bolton,Fr,5'8,"Riverside, Ca",Vanguard,14.5950043906,5.82048022183
1663,Charity Dennis,Jr,5'8,"Cypress, Ca",Vanguard,14.0060798076,5.59034028355
1664,Dani Erdelatz,So,5'9,"Stockton, Ca",Vanguard,14.0916305819,5.58722633385
1665,Eliana Johnson,Fr,6'0,"Scottsdale, Az",Vanguard,12.8574310769,5.48437022928
1666,Gabby Morrison,Fr,5'10,"Paso Robles, Ca",Vanguard,13.0699451229,5.48798695202
1667,Hannah Holder,So,6'1,"Irvine, Ca",Vanguard,12.3820988493,5.63521117258
1668,Karli Burk,Fr,5'6,"Yucaipa, Ca",Vanguard,11.6116155165,5.34454050233
1669,Karly Cantu,So,5'5,"Spokane, Wa",Vanguard,12.7699558688,5.43660538293
1670,Kayla Tinker,Jr,5'9,"San Clemente, Ca",Vanguard,13.0699451229,5.48798695202
1671,Kelli Dowell,Jr,5'8,"Redlands, Ca",Vanguard,11.8182441915,5.42014383682
1672,Mackenzie Mitchell,Fr,5'3,"Costa Mesa, Ca",Vanguard,16.0876661391,6.07729042332
1673,Adriana Skipper,Sr,5'5,"Grand Prairie, Tx",Ottawa,16.1352584224,6.47069456213
1674,Alexandria Baker,Fr,5'7,"Westville, Ok",Ottawa,25.0,8.33333333333
1675,Ayona Tharps,Fr,5'10,"Collinsville, Ill",Ottawa,15.7718453738,6.19862979302
1676,Breanna Vail,Fr,5'11,"Oswego, Ks",Ottawa,13.1738373263,6.11359612617
1677,Brooke Fearka,So,5'6,"Arlington, Tx",Ottawa,16.9644246264,6.41462308125
1678,Caitlyn Cox,Fr,5'10,"Norton, Ks",Ottawa,16.6748719407,6.50384644385
1679,Courtney Wheeler,Fr,5'11,"Gardner, Ks",Ottawa,20.9074421133,7.58127869332
1680,Destiny Crowder,Fr,5'7,"Ponca City, Ok",Ottawa,17.5677900176,7.01792005835
1681,Heather Huesman,So,5'5,"Overland Park, Ks",Ottawa,17.0127610874,6.46999415268
1682,Jamie Tonasket,Fr,5'9,"Raytown, Mo",Ottawa,25.0,8.33333333333
1683,Jordan Wood,Fr,5'3,"Warrensburg, Mo",Ottawa,25.0,8.33333333333
1684,Julianna Strode,Fr,5'10,"Bakersville, Ca",Ottawa,25.0,8.33333333333
1685,Kenna Hall,Jr,6'1,"Desoto, Ks",Ottawa,16.0209367697,6.58898260446
1686,Liz Heit,Jr,5'5,"Augusta, Ks",Ottawa,16.0209367697,6.58898260446
1687,Makayla Aspegren,So,5'11,"Omaha, Ne",Ottawa,12.2309628393,5.83813467931
1688,Makayla Baker,Fr,5'7,"Westville, Ok",Ottawa,22.4767875806,7.65009600952
1689,Marissa Chalmers,Jr,5'9,"Lancaster, Tx",Ottawa,16.9436336887,6.77128302011
1690,Mikayla Wheeler,Fr,5'5,"Platte City, Mo",Ottawa,17.9983307155,6.75997196699
1691,Paige Krone,Fr,5'9,"Bonner Springs, Ks",Ottawa,16.511648373,6.66059647436
1692,Stefanie Mitchell,Jr,5'9,"Chappell, Ne",Ottawa,19.6110963556,7.13718190336
1693,Yuleika Jimenez,So,6'0,"Caracas, Venezuela",Ottawa,20.7350689646,7.46960023779
1694,Ada Nadzakova,So,5'11,Beverly Hills HS,Santa Monica College,25.0,8.33333333333
1695,Althea Roble,,,University HS,Santa Monica College,25.0,8.33333333333
1696,Anna Engel,,,Yula HS,Santa Monica College,25.0,8.33333333333
1697,Camyrne Sommaripa,Fr,6'1,La Quinta HS,Santa Monica College,25.0,8.33333333333
1698,Carissa Avina-Beltran,So,5'4,,Santa Monica College,25.0,8.33333333333
1699,Chelsea Bostwick,So,6'0,Malibu HS,Santa Monica College,25.0,8.33333333333
1700,Elena Eckardt,Fr,5'10,Palm Springs HS,Santa Monica College,25.0,8.33333333333
1701,Emmeline Clark,Fr,5'7,,Santa Monica College,25.0,8.33333333333
1702,Hannah Douglass,So,5'9,Highland HS,Santa Monica College,25.0,8.33333333333
1703,Kelsi Pich,So,5'6,Stevenson HS,Santa Monica College,25.0,8.33333333333
1704,Megan Yoon,So,5'3,Culver City HS,Santa Monica College,25.0,8.33333333333
1705,Morgan Tarpley,So,5'7,Culver City HS,Santa Monica College,25.0,8.33333333333
1706,Paula  Hicks,Fr,5'7,Palmdale HS,Santa Monica College,25.0,8.33333333333
1707,Taylor Burke,So,5'4,Culver City HS,Santa Monica College,25.0,8.33333333333
1708,Ada Nadzakova,So,5'11,Beverly Hills HS,Marin College,25.0,8.33333333333
1709,Althea Roble,,,University HS,Marin College,25.0,8.33333333333
1710,Anna Engel,,,Yula HS,Marin College,25.0,8.33333333333
1711,Camyrne Sommaripa,Fr,6'1,La Quinta HS,Marin College,25.0,8.33333333333
1712,Carissa Avina-Beltran,So,5'4,,Marin College,25.0,8.33333333333
1713,Chelsea Bostwick,So,6'0,Malibu HS,Marin College,25.0,8.33333333333
1714,Elena Eckardt,Fr,5'10,Palm Springs HS,Marin College,25.0,8.33333333333
1715,Emmeline Clark,Fr,5'7,,Marin College,25.0,8.33333333333
1716,Hannah Douglass,So,5'9,Highland HS,Marin College,25.0,8.33333333333
1717,Kelsi Pich,So,5'6,Stevenson HS,Marin College,25.0,8.33333333333
1718,Megan Yoon,So,5'3,Culver City HS,Marin College,25.0,8.33333333333
1719,Morgan Tarpley,So,5'7,Culver City HS,Marin College,25.0,8.33333333333
1720,Paula  Hicks,Fr,5'7,Palmdale HS,Marin College,25.0,8.33333333333
1721,Taylor Burke,So,5'4,Culver City HS,Marin College,25.0,8.33333333333
1722,Abigail Weaver,Fr,5'10,"Apopka, Fl",Southeastern,22.6047087873,7.81677640364
1723,Courtney Krause,Fr,5'9,"Venice, Fl",Southeastern,25.0,8.33333333333
1724,Emily Boehlein,Fr,6'0,"Gainesville, Fl",Southeastern,23.0621672275,7.85660953537
1725,Hannah Kinlaw,Jr,5'8,"Jacksonville, Fl",Southeastern,23.0621672275,7.85660953537
1726,Hannah Kaszubowski,Fr,5'7,"Sebring, Fl",Southeastern,22.6047087873,7.81677640364
1727,Isabella La Vassaur,Fr,,"Sarasota, Fl",Southeastern,25.0,8.33333333333
1728,Kaity Reed,Fr,,"Princeton, In",Southeastern,25.0,8.33333333333
1729,Kelsey Morton,Sr,6'0,"Plant City, Fl",Southeastern,23.0621672275,7.85660953537
1730,Keniah Rivera Santiago,Jr,5'3,"Naguabo,P.R.",Southeastern,23.0621672275,7.85660953537
1731,Kiana Sawtelle,R-Fr,5'8,"Stuart, Fl",Southeastern,23.0621672275,7.85660953537
1732,Natalie Anderson,Jr,5'7,"Tualatin, Or",Southeastern,23.0621672275,7.85660953537
1733,Abigail Weaver,Fr,5'10,"Apopka, Fl",San Mateo College,22.6047087873,7.81677640364
1734,Courtney Krause,Fr,5'9,"Venice, Fl",San Mateo College,25.0,8.33333333333
1735,Emily Boehlein,Fr,6'0,"Gainesville, Fl",San Mateo College,23.0621672275,7.85660953537
1736,Hannah Kinlaw,Jr,5'8,"Jacksonville, Fl",San Mateo College,23.0621672275,7.85660953537
1737,Hannah Kaszubowski,Fr,5'7,"Sebring, Fl",San Mateo College,22.6047087873,7.81677640364
1738,Isabella La Vassaur,Fr,,"Sarasota, Fl",San Mateo College,25.0,8.33333333333
1739,Kaity Reed,Fr,,"Princeton, In",San Mateo College,25.0,8.33333333333
1740,Kelsey Morton,Sr,6'0,"Plant City, Fl",San Mateo College,23.0621672275,7.85660953537
1741,Keniah Rivera Santiago,Jr,5'3,"Naguabo,P.R.",San Mateo College,23.0621672275,7.85660953537
1742,Kiana Sawtelle,R-Fr,5'8,"Stuart, Fl",San Mateo College,23.0621672275,7.85660953537
1743,Natalie Anderson,Jr,5'7,"Tualatin, Or",San Mateo College,23.0621672275,7.85660953537
1744,Alyssa Dincoff,Fr,5'7,"Home Schooled, Ca",San Diego City College,25.0,8.33333333333
