division,compID,location,date,college,first_name,last_name,playerid,position,result,score
Community College,1847,"Rocklin, Ca",4/26/18,Sierra College,Bella,Orteza,1862,5,1,"21-18, 21-11"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Natalie,Anselmo,136,1,1,"16-21, 25-23, 15-8"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Olivia,Macdonald,127,1,1,"16-21, 25-23, 15-8"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Adore,Anae,93,1,0,"16-21, 25-23, 15-8"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Dani,Barton,88,1,0,"16-21, 25-23, 15-8"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Kacey,Nady,929,2,1,"21-12, 21-17"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Olivia,Hallaran,133,2,1,"21-12, 21-17"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Tawnee,Luafalemana,94,2,0,"21-12, 21-17"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Bailey,Choy,95,2,0,"21-12, 21-17"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Hailey,Devlin,131,3,1,"21-5, 21-19"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Stephany,Purdue,928,3,1,"21-5, 21-19"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Melissa,Powell,2111,3,0,"21-5, 21-19"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Kenzie,Koerber,1132,3,0,"21-5, 21-19"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Jonny,Baham,927,4,1,"21-18, 21-11"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Brooke,Burling,132,4,1,"21-18, 21-11"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Laura,Gauta,1133,4,0,"21-18, 21-11"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Berkeley,Oblad,91,4,0,"21-18, 21-11"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Caroline,Cordes,930,5,1,"21-8, 21-9"
DI,1825,"Stanford, Ca ",4/27/18,Arizona,Makenna,Martin,1523,5,1,"21-8, 21-9"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Brianna,Doehrmann,98,5,0,"21-8, 21-9"
DI,1825,"Stanford, Ca ",4/27/18,Utah,Lauren,Sproule,99,5,0,"21-8, 21-9"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Mia,Rivera,151,1,0,"21-15, 21-10"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Kwyn,Johnson,144,1,0,"21-15, 21-10"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Jordan,Anderson,7,1,1,"21-15, 21-10"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Kimmy,Gardiner,1307,1,1,"21-15, 21-10"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Natalie,Braun,769,2,0,"21-17, 21-12"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Frances,Giedraitis,145,2,0,"21-17, 21-12"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Destiny,Julye,182,2,1,"21-17, 21-12"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Courtney,Schwan,178,2,1,"21-17, 21-12"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Katelyn,Carballo,143,3,0,"30-28, 19-21, 16-14"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Ellyson,Lundberg,149,3,0,"30-28, 19-21, 16-14"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Shayne,Mcpherson,177,3,1,"30-28, 19-21, 16-14"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Carly,Dehoog,183,3,1,"30-28, 19-21, 16-14"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Cierra,Flood,1203,4,0,"21-19, 21-14"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Katie,Cross,150,4,0,"21-19, 21-14"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Kara,Bajema,1304,4,1,"21-19, 21-14"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Anna,Crabtree,184,4,1,"21-19, 21-14"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Kate ,Baldwin,1199,5,1,"21-17, 21-10"
DI,1827,"Stanford, Ca ",4/27/18,ASU,Samantha,Plaster,1207,5,1,"21-17, 21-10"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Samantha ,Drechsel,2107,5,0,"21-17, 21-10"
DI,1827,"Stanford, Ca ",4/27/18,Washington,Natalie,Robinson,1976,5,0,"21-17, 21-10"
DI,1828,"Stanford, Ca",4/27/18,Cal,Mima,Mirkovic,1085,1,0,"21-8, 21-14"
DI,1828,"Stanford, Ca",4/27/18,Cal,Jessica,Gaffney,86,1,0,"21-8, 21-14"
DI,1828,"Stanford, Ca",4/27/18,USC,Abril,Bustamante,28,1,1,"21-8, 21-14"
DI,1828,"Stanford, Ca",4/27/18,USC,Tina,Graudina,1056,1,1,"21-8, 21-14"
DI,1828,"Stanford, Ca",4/27/18,Cal,Alexia,Inman,1087,2,0,"21-12, 21-16"
DI,1828,"Stanford, Ca",4/27/18,Cal,Iya,Lindahl,79,2,0,"21-12, 21-16"
DI,1828,"Stanford, Ca",4/27/18,USC,Sammy,Slater,1053,2,1,"21-12, 21-16"
DI,1828,"Stanford, Ca",4/27/18,USC,Terese,Cannon,26,2,1,"21-12, 21-16"
DI,1828,"Stanford, Ca",4/27/18,Cal,Bryce,Bark,80,3,0,"21-14, 18-21, 15-13"
DI,1828,"Stanford, Ca",4/27/18,Cal,Madison,Dueck,807,3,0,"21-14, 18-21, 15-13"
DI,1828,"Stanford, Ca",4/27/18,USC,Joy,Dennis,29,3,1,"21-14, 18-21, 15-13"
DI,1828,"Stanford, Ca",4/27/18,USC,Cammie,Dorn,752,3,1,"21-14, 18-21, 15-13"
DI,1828,"Stanford, Ca",4/27/18,Cal,Caroline,Schafer,1084,4,1,"32-30, 21-15"
DI,1828,"Stanford, Ca",4/27/18,Cal,Mia,Merino,78,4,1,"32-30, 21-15"
DI,1828,"Stanford, Ca",4/27/18,USC,Jenna,Belton,30,4,0,"32-30, 21-15"
DI,1828,"Stanford, Ca",4/27/18,USC,Maja,Kaiser,1052,4,0,"32-30, 21-15"
DI,1828,"Stanford, Ca",4/27/18,Cal,Maddie,Micheletti,1086,5,0,"21-16, 19-21, 16-14"
DI,1828,"Stanford, Ca",4/27/18,Cal,Grace,Campbell,82,5,0,"21-16, 19-21, 16-14"
DI,1828,"Stanford, Ca",4/27/18,USC,Alexandra,Poletto,1482,5,1,"21-16, 19-21, 16-14"
DI,1828,"Stanford, Ca",4/27/18,USC,Haley,Hallgren,1055,5,1,"21-16, 19-21, 16-14"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Courtney,Bowen,47,1,0,"21-12, 21-13"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Sunny,Villapando,1212,1,0,"21-12, 21-13"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Megan,McNamara,1,1,1,"21-12, 21-13"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Nicole,McNamara,2,1,1,"21-12, 21-13"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Amelia,Smith,1082,2,0,"21-19, 21-16"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Morgan,Hentz,53,2,0,"21-19, 21-16"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Sarah,Sponcil ,247,2,1,"21-19, 21-16"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Lily,Justine,9,2,1,"21-19, 21-16"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Catherine,Raquel,59,3,0,"21-15, 21-10"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Kate,Formico,1073,3,0,"21-15, 21-10"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Savvy,Simo,745,3,1,"21-15, 21-10"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Madi,Yeomans,4,3,1,"21-15, 21-10"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Caitlin,Keefe,55,4,0,"21-15, 21-13"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Payton,Chang,48,4,0,"21-15, 21-13"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Elise,Zappia,5,4,1,"21-15, 21-13"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Mac,May,1017,4,1,"21-15, 21-13"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Blake,Sharp,1075,5,0,"21-14, 21-14"
DI,1829,"Stanford, Ca",4/27/18,Stanford,Shannon,Richardson,61,5,0,"21-14, 21-14"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Megan,Muret,1048,5,1,"21-14, 21-14"
DI,1829,"Stanford, Ca",4/27/18,UCLA,Izzy,Carey,8,5,1,"21-14, 21-14"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Emily,Hansen,1449,1,0,"21-11, 21-19"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Sydney,Haynes,1969,1,0,"21-11, 21-19"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Aeryn,Owens,222,1,1,"21-11, 21-19"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Katie,Sato,223,1,1,"21-11, 21-19"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Sarah,Garrow,433,2,1,"23-21, 21-15"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Desiree,Sukhov,1455,2,1,"23-21, 21-15"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Nickeisha,Williams,226,2,0,"23-21, 21-15"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Kristey,Markle,221,2,0,"23-21, 21-15"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Aleksandra,Djordjevic,1970,3,1,"21-10, 21-15"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Briannah,Mariner,1451,3,1,"21-10, 21-15"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Lauren,McMurray,1229,3,0,"21-10, 21-15"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Autumn ,Russell,228,3,0,"21-10, 21-15"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Emily,Lopes,436,4,1,21-14. 21-17
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Mattison,Degarmo,771,4,1,21-14. 21-17
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Erin,Indermill,227,4,0,21-14. 21-17
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Daniella,Molinari,908,4,0,21-14. 21-17
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Sydney,Wicks,893,5,0,"21-18, 21-17"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Bakersfield,Ally ,Barber ,774,5,0,"21-18, 21-17"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Lauren,Conati,1230,5,1,"21-18, 21-17"
DI,1830," Honolulu, Hi ",4/27/18,Cal State Northridge,Nicolette ,Pinkney,225,5,1,"21-18, 21-17"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Lana,Brown,625,1,0,"21-9, 21-12"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Mikaela,Nocetti,1232,1,0,"21-9, 21-12"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Sasha,Karelov,71,1,1,"21-9, 21-12"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Nele,Barber,65,1,1,"21-9, 21-12"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Sarah,Davis,628,2,0,"21-14, 21-7"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Kennedy,Kurtz,627,2,0,"21-14, 21-7"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Rachel,Nieto,66,2,1,"21-14, 21-7"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Megan,Kruidhof,69,2,1,"21-14, 21-7"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Ashtin,Olin,1233,3,0,"21-11, 21-11"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Hannah,Meadows,782,3,0,"21-11, 21-11"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Kristyna,Adamcikova,1114,3,1,"21-11, 21-11"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Hailey,Harward,73,3,1,"21-11, 21-11"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Skyler,Takeda,623,4,0,"21-14, 21-14"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Macey,Hayden,1234,4,0,"21-14, 21-14"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Zoi,Konstantopoulou,64,4,1,"21-14, 21-14"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Nicci,Reinking,1110,4,1,"21-14, 21-14"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Paige,Swinney,915,5,0,"21-9, 21-13"
DI,1831,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Brigitte,Murdock,620,5,0,"21-9, 21-13"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Hannah,Matt,75,5,1,"21-9, 21-13"
DI,1831,"Honolulu, Hi",4/27/18,Long Beach State,Marisa,Ramsey,1113,5,1,"21-9, 21-13"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Sydney,Haynes,1969,1,0,"21-11, 21-15"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Emily,Hansen,1449,1,0,"21-11, 21-15"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Emily,Maglio,764,1,1,"21-11, 21-15"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Ka'iwi,Schucht,754,1,1,"21-11, 21-15"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Sarah,Garrow,433,2,0,"21-7, 21-17"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Desiree,Sukhov,1455,2,0,"21-7, 21-17"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Morgan,Martin,763,2,1,"21-7, 21-17"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Lea,Monkhouse,1071,2,1,"21-7, 21-17"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Aleksandra,Djordjevic,1970,3,0,"21-10, 21-13"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Briannah,Mariner,1451,3,0,"21-10, 21-13"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Laurel,Weaver,760,3,1,"21-10, 21-13"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Carly,Kan,757,3,1,"21-10, 21-13"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Emily,Lopes,436,4,0,"21-7, 21-15"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Mattison,Degarmo,771,4,0,"21-7, 21-15"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Ari,Homayun,761,4,1,"21-7, 21-15"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Amy,Ozee,755,4,1,"21-7, 21-15"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Sydney,Wicks,893,5,0,"21-7, 21-18"
DI,1832,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Ally ,Barber ,774,5,0,"21-7, 21-18"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Hannah,Zalopany,758,5,1,"21-7, 21-18"
DI,1832,"Honolulu, Hi",4/27/18,Hawaii,Paige,Dreeuws,1061,5,1,"21-7, 21-18"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Tia,Miric,1198,1,0,"18-21, 21-15, 15-13"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Torrey,Van Winden,6,1,0,"18-21, 21-15, 15-13"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Sasha,Karelov,71,1,1,"18-21, 21-15, 15-13"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Nele,Barber,65,1,1,"18-21, 21-15, 15-13"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Emily,Sonny,279,2,1,"21-16, 22-20, 15-8"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Sam,Manley,126,2,1,"21-16, 22-20, 15-8"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Rachel,Nieto,66,2,0,"21-16, 22-20, 15-8"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Megan,Kruidhof,69,2,0,"21-16, 22-20, 15-8"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Adlee,Van Winden,278,3,1,"21-10, 21-15"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Taylor,Nelson,276,3,1,"21-10, 21-15"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Hailey,Harward,73,3,0,"21-10, 21-15"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Kristyna,Adamcikova,1114,3,0,"21-10, 21-15"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Macy,Gordon,1191,4,0,"21-14, 21-15"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Raeann,Greisen,284,4,0,"21-14, 21-15"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Nicci,Reinking,1110,4,1,"21-14, 21-15"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Zoi,Konstantopoulou,64,4,1,"21-14, 21-15"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Hannah,Hubbard,275,5,0,"21-12, 21-16"
DI,1833,"Honolulu, Hi",4/27/18,Cal Poly SLO,Heather,Pembroke,283,5,0,"21-12, 21-16"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Hannah,Matt,75,5,1,"21-12, 21-16"
DI,1833,"Honolulu, Hi",4/27/18,Long Beach State,Marisa,Ramsey,1113,5,1,"21-12, 21-16"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Natalie,Anselmo,136,1,0,"21-19, 21-11"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Olivia,Macdonald,127,1,0,"21-19, 21-11"
DI,1834,"Stanford, Ca",4/27/18,Cal,Mima,Mirkovic,1085,1,1,"21-19, 21-11"
DI,1834,"Stanford, Ca",4/27/18,Cal,Jessica,Gaffney,86,1,1,"21-19, 21-11"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Olivia,Hallaran,133,2,0,"21-17, 29-31, 15-11"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Kacey,Nady,929,2,0,"21-17, 29-31, 15-11"
DI,1834,"Stanford, Ca",4/27/18,Cal,Alexia,Inman,1087,2,1,"21-17, 29-31, 15-11"
DI,1834,"Stanford, Ca",4/27/18,Cal,Iya,Lindahl,79,2,1,"21-17, 29-31, 15-11"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Stephany,Purdue,928,3,1,"13-21, 21-18, 20-18"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Hailey,Devlin,131,3,1,"13-21, 21-18, 20-18"
DI,1834,"Stanford, Ca",4/27/18,Cal,Bryce,Bark,80,3,0,"13-21, 21-18, 20-18"
DI,1834,"Stanford, Ca",4/27/18,Cal,Madison,Dueck,807,3,0,"13-21, 21-18, 20-18"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Jonny,Baham,927,4,1,"21-15, 21-16"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Brooke,Burling,132,4,1,"21-15, 21-16"
DI,1834,"Stanford, Ca",4/27/18,Cal,Caroline,Schafer,1084,4,0,"21-15, 21-16"
DI,1834,"Stanford, Ca",4/27/18,Cal,Mia,Merino,78,4,0,"21-15, 21-16"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Caroline,Cordes,930,5,0,"21-16, 21-19"
DI,1834,"Stanford, Ca",4/27/18,Arizona,Makenna,Martin,1523,5,0,"21-16, 21-19"
DI,1834,"Stanford, Ca",4/27/18,Cal,Grace,Campbell,82,5,1,"21-16, 21-19"
DI,1834,"Stanford, Ca",4/27/18,Cal,Maddie,Micheletti,1086,5,1,"21-16, 21-19"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Sunny,Villapando,1212,1,1,"21-19, 23-21"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Courtney,Bowen,47,1,1,"21-19, 23-21"
DI,1835," Stanford, Ca ",4/27/18,Washington,Jordan,Anderson,7,1,0,"21-19, 23-21"
DI,1835," Stanford, Ca ",4/27/18,Washington,Kimmy,Gardiner,1307,1,0,"21-19, 23-21"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Amelia,Smith,1082,2,0,"19-21, 21-16, 15-10"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Morgan,Hentz,53,2,0,"19-21, 21-16, 15-10"
DI,1835," Stanford, Ca ",4/27/18,Washington,Destiny,Julye,182,2,1,"19-21, 21-16, 15-10"
DI,1835," Stanford, Ca ",4/27/18,Washington,Courtney,Schwan,178,2,1,"19-21, 21-16, 15-10"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Catherine,Raquel,59,3,0,"26-24, 16-21, 15-11"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Kate,Formico,1073,3,0,"26-24, 16-21, 15-11"
DI,1835," Stanford, Ca ",4/27/18,Washington,Shayne,Mcpherson,177,3,1,"26-24, 16-21, 15-11"
DI,1835," Stanford, Ca ",4/27/18,Washington,Carly,Dehoog,183,3,1,"26-24, 16-21, 15-11"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Caitlin,Keefe,55,4,0,"21-11, 21-17"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Payton,Chang,48,4,0,"21-11, 21-17"
DI,1835," Stanford, Ca ",4/27/18,Washington,Kara,Bajema,1304,4,1,"21-11, 21-17"
DI,1835," Stanford, Ca ",4/27/18,Washington,Anna,Crabtree,184,4,1,"21-11, 21-17"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Shannon,Richardson,61,5,0,"21-16, 21-14"
DI,1835," Stanford, Ca ",4/27/18,Stanford,Blake,Sharp,1075,5,0,"21-16, 21-14"
DI,1835," Stanford, Ca ",4/27/18,Washington,Samantha ,Drechsel,2107,5,1,"21-16, 21-14"
DI,1835," Stanford, Ca ",4/27/18,Washington,Natalie,Robinson,1976,5,1,"21-16, 21-14"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Emily,Hansen,1449,1,1,"23-25, 21-13, 15-8"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Sydney,Haynes,1969,1,1,"23-25, 21-13, 15-8"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Mikaela,Nocetti,1232,1,0,"23-25, 21-13, 15-8"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Lana,Brown,625,1,0,"23-25, 21-13, 15-8"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Desiree,Sukhov,1455,2,1,"15-21, 21-14, 15-11"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Sarah,Garrow,433,2,1,"15-21, 21-14, 15-11"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Sarah,Davis,628,2,0,"15-21, 21-14, 15-11"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Kennedy,Kurtz,627,2,0,"15-21, 21-14, 15-11"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Briannah,Mariner,1451,3,1,"22-20, 21-15"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Aleksandra,Djordjevic,1970,3,1,"22-20, 21-15"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Hannah,Meadows,782,3,0,"22-20, 21-15"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Ashtin,Olin,1233,3,0,"22-20, 21-15"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Emily,Lopes,436,4,0,"15-21, 21-17, 15-13"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Mattison,Degarmo,771,4,0,"15-21, 21-17, 15-13"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Macey,Hayden,1234,4,1,"15-21, 21-17, 15-13"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Skyler,Takeda,623,4,1,"15-21, 21-17, 15-13"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Sydney,Wicks,893,5,0,"21-17, 21-10"
DI,1836,"Honolulu, Hi",4/27/18,Cal State Bakersfield,Ally ,Barber ,774,5,0,"21-17, 21-10"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Paige,Swinney,915,5,1,"21-17, 21-10"
DI,1836,"Honolulu, Hi",4/27/18,"Cal State University, Sacramento",Brigitte,Murdock,620,5,1,"21-17, 21-10"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Torrey,Van Winden,6,1,1,"21-7, 21-12"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Tia,Miric,1198,1,1,"21-7, 21-12"
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Aeryn,Owens,222,1,0,"21-7, 21-12"
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Katie,Sato,223,1,0,"21-7, 21-12"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Sam,Manley,126,2,1,"21-9, 21-8"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Emily,Sonny,279,2,1,"21-9, 21-8"
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Nickeisha,Williams,226,2,0,"21-9, 21-8"
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Kristey,Markle,221,2,0,"21-9, 21-8"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Adlee,Van Winden,278,3,1,"21-11, 21-10"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Taylor,Nelson,276,3,1,"21-11, 21-10"
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Erin,Indermill,227,3,0,"21-11, 21-10"
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Daniella,Molinari,908,3,0,"21-11, 21-10"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Raeann,Greisen,284,4,1,"21-13, 21-17"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Macy,Gordon,1191,4,1,"21-13, 21-17"
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Lauren,McMurray,1229,4,0,"21-13, 21-17"
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Cassidy,Rosso,907,4,0,"21-13, 21-17"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Heather,Pembroke,283,5,1,"21-11, 21-15"
DI,1837,"Honolulu, Hi",4/27/18,Cal Poly SLO,Hannah,Hubbard,275,5,1,"21-11, 21-15"
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Lauren,Conati,1230,5,0,"21-11, 21-15"
